SmartLog JointAnalysis v1.0 - Tubing Thickness
188, 16, 16
Item,Top,Bottom,Length,NomOD,Weight,TNom,TMin,TMax,TAvg,TRmn,MaxLoss%,DptMxLos,AvLoss %,Defect %,Grade,Comment
66,1771.85222773703,1810.29275199366,38.4405242566288,4.5,11.6,0.25,0.206411807911876,0.292620351780845,0.23583002574968,0.0141699742503205,17.4352768352495,1785.0732421875,5.66798970012818,12.4743309272371,Intensive,
67,1812.29275199366,1834.89464288565,22.6018908919909,4.5,11.6,0.25,0.242006296414515,0.25356904420517,0.245866358610202,0.00413364138979785,3.19748143419394,1832.73999023438,1.65345655591914,1.56998387965991,Light,
68,1837.89464288565,1849.91903750686,12.0243946212152,4.5,11.6,0.25,0.241772001062951,0.250380813320096,0.244482318996683,0.00551768100331704,3.29119957481956,1848.90649414062,2.20707240132682,1.10859466028242,Light,
69,1851.91903750686,1875.36010173958,23.4410642327182,4.5,11.6,0.25,0.237796851758726,0.249979893363582,0.239261155914474,0.0107388440855264,4.88125929650954,1872.98999023438,4.29553763421057,0.61201081728071,Light,
70,1878.36010173958,1891.44521342139,13.0851116818062,4.5,11.6,0.25,0.240810910582877,0.25643629332377,0.244753358406713,0.00524664159328728,3.67563576684908,1878.40649414062,2.09865663731491,1.6107839538954,Light,
71,1893.44521342139,1931.88573767801,38.4405242566281,4.5,11.6,0.25,0.237243007224738,0.253230351175877,0.243389770685983,0.00661022931401664,5.10279711010466,1917.90649414062,2.64409172560666,2.52548143002092,Light,
72,1933.88573767801,1972.32626193464,38.4405242566286,4.5,11.6,0.25,0.241485310834705,0.258727968080197,0.246686177465623,0.00331382253437731,3.40587566611801,1958.3232421875,1.32552901375093,2.10829268358276,Light,
73,1974.32626193464,1998.33716028786,24.0108983532184,4.5,11.6,0.25,0.239569045357502,0.254535066604123,0.242109298212425,0.0078907017875747,4.17238185699905,1975.90649414062,3.15628071502988,1.04921738804683,Light,
74,2001.33716028786,2012.76678619127,11.4296259034099,4.5,11.6,0.25,0.24598041562459,0.254691878460514,0.251371464389257,-0.00137146438925728,1.60783375016414,2001.40649414062,-0.548585755702913,2.14465423820717,Negligible,
75,2014.76678619127,2039.22413433819,24.4573481469183,4.5,11.6,0.25,0.239232835631155,0.272095474632228,0.242348037352015,0.00765196264798546,4.30686574753799,2016.48999023438,3.06078505919418,1.28542477789273,Light,
76,2042.22413433819,2054.29296210579,12.0688277676056,4.5,11.6,0.25,0.243663446525149,0.257586758734221,0.248842332693749,0.00115766730625097,2.53462138994031,2042.23999023438,0.463066922500388,2.08119177815837,Negligible,
77,2056.29296210579,2095.54772510585,39.2547630000504,4.5,11.6,0.25,0.132813071184712,0.262852613347111,0.246814252383272,0.00318574761672755,46.8747715261153,2075.65673828125,1.27429904669102,46.1890592207498,Intensive,
78,2097.54772510585,2120.04967324695,22.5019481411096,4.5,11.6,0.25,0.242916461235419,0.252125556485268,0.244451889504738,0.00554811049526169,2.83341550583226,2119.98974609375,2.21924419810468,0.628110616133814,Negligible,
79,2123.04967324695,2136.80248810589,13.7528148589399,4.5,11.6,0.25,0.244756783967158,0.252047993671512,0.248394885955872,0.00160511404412778,2.09728641313689,2123.0732421875,0.64204561765111,1.46464448119144,Negligible,
80,2138.80248810589,2159.77748050719,20.9749924013004,4.5,11.6,0.25,0.247662928227314,0.256136440634533,0.249779577885044,0.000220422114956265,0.934828709074342,2140.0732421875,0.0881688459825059,0.847407012075158,Negligible,
81,2162.77748050719,2178.05725110594,15.2797705987496,4.5,11.6,0.25,0.250780137878146,0.258517230067992,0.253596447108256,-0.00359644710825563,-0.31205515125825,2163.3232421875,-1.43857884330225,1.1105475893784,Negligible,
82,2180.05725110594,2201.19134855302,21.1340974470718,4.5,11.6,0.25,0.24662288531947,0.2529707258561,0.249835068911791,0.000164931088209197,1.35084587221188,2201.15673828125,0.0659724352836788,1.28572165881749,Negligible,
83,2204.19134855302,2219.31201410599,15.1206655529782,4.5,11.6,0.25,0.245605459355603,0.255624389892528,0.249582690829125,0.000417309170875152,1.75781625775876,2204.73974609375,0.166923668350061,1.59355260587551,Negligible,
